סתסרלץדק,35,52563.08333073961
תפשÿןע,65,149255.19753723554
ף‏‎כ,49,83278.68544594794
¸הררע,28,104649.81408289388
עשמןחןקכ,33,74114.67316987022
חאזקףוןךנ,54,29373.520931376443
תגכ,47,63837.012225232764
חקד,56,75910.64311382588
סזלםבףמן,19,77191.29746613954
ס,42,42595.28222669388
ז‏ץח,63,145326.0169260841
ûןח,29,41372.53263686216
ûיד,61,39142.834850190135
ןיב,56,75753.8755979354
ארסס,51,44274.70494278644
צבתוחû,33,64367.82804557583
כפןüכüכאטי,35,55133.39948624405
ררנטכלרטצ,47,88006.2270660532
ûיאצענהםעק,46,96580.38147952448
קוסדסו,50,140178.34334946156
עןפûיצלאמ‎מ,33,71020.68471747165
פמח‏דג,19,15363.459693247698
‎מתהוצûיךמ,32,100793.57802410894
כûיסףץגעû,58,146401.8368425096
ארןמףוז,31,103700.76076180798
ב‎סץתהםזדÿכ,24,41809.27927965739
פ,27,93247.32167465157
טק,29,134617.2146887515
‏ÿ‎,18,48751.003031903
רחÿחלסמבבפ,51,81979.65736328952
ץפז,47,76462.8722075029
¸,47,148696.1009628792
ץ,30,127865.88421969919
בשüבצ‎מ,26,32191.424050373007
חשûםשךענ,32,59800.693911565315
עס,49,135195.34280532273
ז‏ץץראûü,28,20498.85588492744
‏,37,33012.202300531484
ב‏ÿחש,21,131023.36334872029
חמ‏חבתף,29,127814.28497206939
בû,21,58637.989140633006
רתדיל,48,123130.43121766885
עצךüגûץצ,18,36527.42216280283
פÿח,32,128792.2978708499
צפ,34,80174.26230716637
ץהםצ,52,112046.34070059974
ןמז,54,49923.19705709337
טי,49,130180.92557499443
בךקגףנטמלע,20,106475.46993006885
ûעדככ,30,122358.36368461969
üזצףכחדנף,26,112058.3952589741
עלûקעט,30,27379.019808774567
םזקםאיל,53,108326.25183013911
טםעןזüüץ,31,30285.718478807274
גרךזסשל,25,96750.12183787722
גחךדנÿûנ,46,26638.276477406343
ף,56,107630.85885728314
גר,48,132289.293788323
אלûûקסû,27,16980.874497429588
ג¸פ‎תעפטנך,20,122114.8111711839
גûשכטיזקצ,59,75668.42780682555
הûל,32,45075.22252438449
לÿופף,33,45599.45457828304
ף¸ה,31,45633.144667647306
זזי‏ונרב,56,62175.79985458413
היהי,29,114448.73779917644
ך,31,144152.70794218528
יצדכפ‏תיזעש,47,109036.49831209231
רטץלכחû¸ת,30,34646.205018538654
שמלפ,27,146812.84640507196
ח‏קה,28,106989.23684894953
כםל,30,99595.68628928231
םדךק,40,57014.27741622594
יןרפעדרüכץ,19,103269.41383611203
מ‏,30,49666.97644208442
¸משפ¸,52,103227.6693144522
סםזדצן‎ת,32,73727.47276047818
תנפ,48,138937.21568925033
גסך,40,109124.54633253714
ללüןגתםןף,60,126075.98434459923
ףטבס,59,38189.83614602419
עוûעטÿנךשך,64,63967.285809403314
‏בסםשאשנסüד,34,46887.406816052346
תסא‏ךוך,21,123029.521447303
צ,47,31939.044367151364
רןוחמüל,52,88848.25492785129
ץםםב¸כבךמ,51,127173.37059862417
ךÿפ‎,47,127556.20838838568
ץרץשמ,54,81423.47873103146
ק¸קבפ,44,94424.14576480248
זהשד¸,21,40216.538027172195
‎עצוזכבך,54,89283.12013202715
ט‏ûנצשט,28,68335.92786299501
זךעעםפילץ,34,117998.50495828452
ןהצטצ‏נ,26,124794.16360840162
םגû‎,60,116319.03906421793
שÿ,49,48698.89995247439
פפצץלףפק,35,33178.92637619013
סרÿכרכטףטבע,21,116136.92750222776
ף,37,41003.31624024044
ת¸זא,28,53787.18239953068
ÿקחצרי¸כל,43,73560.64944388173
תמןץךהזפ‎טר,59,29175.34718480597
‎טט¸עמגגדא,45,26952.877724461985
נפכריםת,49,46065.87652966186
ûףבנ‏,24,17371.30947270746
¸כשפ,63,62760.09063593041
ד,44,67077.76522033737
מורןא,20,87599.2222434578
יזמןח,38,74960.7398315676
תשד,29,145772.8496521354
ÿסץתלצנתפם,60,22793.132044546226
ז,64,120168.58899393768
ûןלכשüטפü,29,16342.206725810654
ת‏ןü,49,89283.06010864397
ץחעצח,54,43858.45483757249
ת,63,50407.43272310577
פüüסÿדןÿפ,43,29010.528889980116
כףףזךאמזחןו,39,131536.23809011694
סףד,63,113915.50918050492
עבךובÿüל‎,59,78745.20138028273
ד,37,21447.322181924872
ûÿ,18,27882.426791489415
מךקנ,37,66662.64129109393
אוך,27,103384.14262460211
ףהגÿסס¸,27,52055.27399422482
ט¸זÿא¸,35,28893.856812286518
רעחזצ,46,88248.85825943049
אםדשת¸התת,43,81408.49235907086
לרךילמ,42,128128.77276284336
טףזבם,18,142258.42014487126
ץשבטגצךÿס,39,79754.24096662595
לכד,19,56444.375410527064
ןחו‎ÿüמ,49,20756.827165573955
פÿףץנ‎כû,31,44553.810482433524
ק,25,110859.36830672777
קזÿיפ,61,21343.831795349106
ל‎שלץגקרץנא,38,21599.838191965
רדאןנב‏צ¸,34,51924.81060138794
ÿעüיתע‎שהץם,20,30057.066540535503
צת,25,42546.622698080726
‎א,47,82072.1475860677
םמער‏‏שף,38,112582.30871590423
לך¸ÿךפץכ¸,61,136043.16533831286
נננקפז,41,67255.48251865564
גבÿט,51,36558.20930803247
‎,28,105589.53780216993
עזדקףף,55,48135.301197841065
קבאםפצ‏טצ,62,94252.3453602786
קזפךדג,60,45502.02030940512
ףרלביהע‎ץû,20,135418.05731843133
דנ,18,32593.004311620887
ןכהאאפלםב,46,44066.96833222224
ך,28,53564.05962666108
שûואןב,65,17708.98869835103
ך‎ÿסמוסכה,46,49849.02688675166
ם,42,77809.28250580646
זךה,64,148253.795497795
üצ¸קס,37,96942.96031827896
ף‏ךא,25,58125.39575024682
פזר¸,62,131071.59959764962
מש‏חךתשטיüק,41,17153.915930127747
כהטצידםÿÿ,26,68098.10888500288
רם,55,85326.53998720825
צ,36,79601.33371964209
וכףםןü,51,98814.60187680979
בת¸¸ספנקל,48,140116.13905084052
קוûלגו,56,91088.61120107246
לנצ,20,146336.41358081522
ח‎ךכ‎עסשג,62,75442.13578913329
ץזחעÿכעדב,18,63175.51313150326
ך‏עןז,41,27583.757554056385
‏חיטÿי,53,112104.75095820818
עםךחרעש¸,24,27997.64170040693
ע,56,128448.44062557782
גאשח‏,41,77109.43209899243
תפשמץ,52,55960.36296905792
כםםצבצל,26,108137.20363163714
פ,32,81357.11800503187
לבזק,58,61882.117893648305
ךÿנכ¸ןץדת,30,31701.076510431914
ערקס‏נצüי¸ט,58,144066.37116084812
א,63,35243.17392059599
טףןמף‏ףדק,43,125391.34546784656
ÿספü,61,88760.81840977493
לבגךנזגן,61,39054.832754340394
םקךרססר¸הס,48,106583.26755969907
ץן,52,74733.5846009872
וכסז,30,143639.38710847995
תכךûשגשכךע,39,72461.73463433317
אקלד,40,128112.51632531817
‏םר¸ף‏מעחקד,23,74687.0842736889
א‎ÿךלדüךûץ,32,44526.56887487268
טצךעלז,55,99609.42973643319
עםך,28,71381.59744735887
‎פצישוונ¸ע,37,106552.85391407172
üצטקכ,44,55535.359804758526
צםûאםןד,31,39739.72659040338
חצפץשטכל,23,93656.76063583104
םקךזב,56,75127.60838170754
ףך,54,20159.041269037094
‎ךץט‏חה,32,139034.96467300717
םüןיוזאןכ‎¸,35,129487.67548841683
ססûט,41,133049.96587691162
ואפא,56,63159.33547068635
טצû‏üב¸,44,134066.59162294224
ץק,47,58289.116713113006
יך,24,27478.24333108517
סü,44,36029.2113907065
בהאל,61,80988.65955795479
סערו‏ף¸,61,100808.71356150883
לנ,36,110150.93071493605
כ,38,80747.51569346039
¸‎גנ‎ךחשתך,37,138437.9405316211
תהעטע,46,62822.56581658947
זאף¸שמן‏ןס,55,118358.47637135355
פ¸,36,28975.35598396047
חלשםüת,55,39567.35132870017
קüûדר,33,61030.43772536647
י,42,129226.93622826986
ןי,43,46556.27308726186
ף,52,120529.2843753962
מ,26,148254.8825869444
דת¸םםף,42,18016.527969867173
ף‎ץדûימשםפר,64,89656.4908508615
זר,63,149157.1314975531
‏ןץךה¸נקמתÿ,33,144425.5212495615
אןûב,42,36920.611835678355
אואüüל,28,20463.28832602994
אשûהüהגמכüש,18,132223.29938549042
ט‏ךÿג,24,63577.70419329416
ףץÿüלץא‎,24,125344.01628239194
‏ÿנןמ,38,114743.84306834145
פ‎ב‏ûנתץ‎‎‎,32,94135.81616470411
ךץמםס,59,145913.20739292528
למףבפקכמתא,64,110841.04421992869
ץהש,45,23854.04560583856
ןלופ‎מ‎קמשה,34,133384.63431289082
עכ‏אסאטש‏,37,59519.28339152084
אפדנךכ,50,76587.53779970121
תס,33,93749.27506516209
‏התבקי,53,30810.701534206284
עüםצקÿעתכג,51,24868.845922339315
ןץ¸י,34,82948.7004735046
‎גםרדןמצפי‎,38,79479.35464486465
טןא‎ןלאü,36,15860.370443473994
ע‎ÿךחחÿמ,20,102434.04664371794
בûןנלםמע,40,131109.10658812284
הגעץד‎ה,58,93517.00211808292
מנז,24,142745.30507318553
קדûחג¸בשס,54,49664.34322534551
ןשךעטüכס,51,50337.114344491245
üהק,33,140018.63356203958
הציץק‏ךןבה¸,63,117126.33566379339
אבתנסû,65,142826.68728852534
צןגץ,18,54651.73118687354
גדצכטיח¸,42,110499.08357044579
גתננד,38,125160.76233476233
גגדאפו‏¸צüר,29,82072.1114498378
ט,18,64013.62941769306
ע,48,76041.82825636474
ךזץדנגחתלמת,44,51529.759873665054
סד,27,119638.48291609585
ץפגכו,18,93121.2886835151
א‎‎ןד,27,104738.74244806936
רקהךשקגט,20,48681.57358841708
י‏הûיû,23,110488.42335281726
ך,63,106429.19294216462
üרûזם,39,142286.13741271928
צז,51,65437.7652667535
כשחגüךר,19,25599.982491348495
ךןקסננ‎שמשז,48,29849.232698310552
םקÿףשץץ¸טפ,23,142397.5568555326
ארמב‎,63,49836.59841728876
לפüפבהג,48,22372.535423404093
שףü,56,147790.72356751628
קםתך,31,117462.66563375214
שעןד‎כת,51,23308.723653303154
ג¸ס‏צüכ,41,73704.44767813415
תךןû,63,16640.64519295431
דû‎ם‎ÿז,59,74640.32456340126
אטח,61,103855.34928739163
ףשת,41,99537.94913589887
ךר¸בג¸‎דגכח,47,135450.29229329515
גצש‏מק,52,55350.660702506895
צרשףטאתüהפ,23,22126.767171393913
ראצח,50,60079.72511717617
סבתץפו,44,58728.89490285259
הס¸פכב,19,25541.36619575072
עכן,42,29807.725474542116
א‏ד,53,93791.25294985074
יפעחה,29,143241.42472102336
עץ‎,54,92165.77377355103
ימוüןס,62,136619.5803195521
הץûבידיךשי¸,35,141294.14475207118
ûÿןשפעםב,63,81481.88897343531
ובקותדüת‏,42,69190.70693845997
ק,47,109042.89366269972
üןאלסמüבזדך,57,126192.65340788639
üףופטלךריס,59,69848.08983113841
עלüףע¸ע,36,84870.96071054388
üסנעסעצד,31,148357.6822781363
איא‏ט,55,39295.4247381671
סץזצ‏רץ,54,98738.74992095328
בזממה,39,35701.880746638824
ס,32,66307.04577978453
כ,44,141993.68098479309
אטף‏וכמפ,36,72675.53161579181
üמל‎גÿכא,26,104413.19202432348
סברÿדזירעק,33,72346.3655850628
¸ךןאץת,30,95556.99584806178
קסקאפ‏ג‎עו,56,26706.739601844405
סעהכתûזהכץ,48,104724.26460029374
טדאםכ,63,59586.90548578917
ץהנüסשחש,45,74729.32129798194
נצך,26,76836.39676434279
קהÿהכטג¸ץ,25,100199.20982006553
ל‎‎ו,32,90246.45505617574
יזגפצא,19,43648.397277926735
üûראסזעצüןג,52,128988.14353695257
חגט¸,37,45696.92661072477
ראףסקתתףüרם,31,54121.70613382948
סם,27,24188.371236202896
תשגנשן,40,128269.63490180671
גזנכקלדזנ,33,35810.37450554139
רצ,36,20904.954641796023
מב,47,92503.91729832579
ג‎חעחמכהÿש,64,141232.37786436352
ץבנךוכהך,20,44021.189139354945
ו,35,36586.21462280517
הגר,45,81140.44038497374
ת‎ץאץ‎,36,55818.75684806075
üןזא,63,133781.79942868857
סüû,64,34809.39312865247
ûדסו,46,69506.08456960114
לץתזג‎יל,26,60059.23592233854
עךותפיאגרÿ,56,86193.73612104896
עג,49,89665.69990229611
‎אנ,48,65020.572619048064
ק‎¸,21,149365.00331676603
דיזו,46,134041.13990006477
ןבüרפם¸ש‎,21,97500.87135228151
ס¸‏יבאזהה,40,47521.30856956766
ןךנעחץüץז‏,24,36541.433227445246
שעפעשנ‎בוגט,31,119443.27504582188
גגד,51,74253.2192114032
עעףסץ¸‎û,43,146696.39043475318
קדז,58,146444.9886600607
חלןםמעגק,45,37431.91327110704
¸דגר,18,51125.64691380031
ךÿט,31,112325.49301267097
ןעÿפביקשעאד,27,114728.56752638167
פבץ,62,135712.81833218897
לת¸ןל¸ראזק,60,23224.032024746604
צןזלקנו,23,51818.193526352115
דûסבנ,65,62575.99748252118
דט‏נקןנה,63,85680.50878049475
יןךשאמד¸,53,93724.8811197465
ûן,19,136278.5154131777
בü,46,74623.65503145609
יקךד,49,23874.882143758703
רûגשהחכ,36,54893.69897412239
ר‎‎ח,20,71218.60308408366
דךü‎ע‎,41,33147.747532066875
רגויעל,31,63301.49313226868
חהפא,42,34558.741274837754
צףןתןףטה,37,64721.35044066716
ץןזיהת‏,26,125137.99123710748
ÿחךו,52,123580.87663609684
נ¸ד¸כהפרף,64,115544.73416639866
ו¸כזנקפג,29,99264.33493227817
כףח,43,45163.9619025261
¸ץ,44,51580.673340097215
ûןסדסךננטףם,61,38578.55827452468
¸זûלףעש,61,19693.350065441977
ג‏üי,44,85890.56056249172
שען,44,54517.85790384468
¸ûשר¸םך‎‎נ,21,79301.02540242687
וü,19,99608.2696852358
נ‎גÿכפ,50,48473.27126051333
פüלמעÿפüחר,43,148054.40213058036
כעאמהÿטטשה,63,92897.71468815496
ללûכךתףבת,39,48318.918105605866
ץû,42,85690.62713516962
ü¸אישטת,62,48838.63271858596
א¸לüץבעüרז,58,93441.65126316194
ניאעףץ,58,21920.799354332292
טאחי,60,40652.61919113151
ןץרסוט,27,64280.39051730403
לט‎,64,57283.70086828946
ם‎,31,98498.14448361349
לאצץראקנüת,21,89974.98285582823
ץףע,36,118583.04247803621
ט‏ל,52,25042.617992592488
נף,52,99933.74455500943
םנטםונזלכü,44,39540.91671277351
פ‎פ‏לפב‎,50,86349.87440290632
צ,55,116540.36296055559
אפ‏עס‏שך‏ץן,61,140866.11409880646
¸‏דך,40,19320.43616504005
סד,23,100509.07759059445
םזטהךחותי,27,52834.62243941396
קץבü,40,52966.03882097158
נאף,50,68602.82765623898
יךמûטיקט,59,74706.3193006697
ץאס,32,100122.9621773186
ל¸תיüמק‏ךרז,59,141376.61000535102
¸ז‏ûחץ,35,78988.61620504147
מף,27,103558.4792089082
ךה‏ÿסוט,44,19109.330696183853
תש,63,34347.56245812883
¸ûסüןנ,28,30180.583839009567
ולצףחףüר,19,109432.44990510191
¸כ‏û,31,133052.9445982229
י‎ם,28,101289.08333952924
ץü‏ךץ,33,61729.96551336207
במ¸סÿ¸,39,47516.631687204164
י,60,60145.63799717456
‎רפפית‏,23,17664.377477011367
‏יאעחםשףח,27,49255.145245356674
ףץיûרןÿק,62,133942.9849347003
¸דצםשד¸א,45,99896.7643464184
מנץרחט‏ןהא,45,31413.56239692483
דüל¸עץ,30,58665.57153844741
ןûכ,19,117993.25121271424
ל,20,29239.874136164726
עט‎סצר‎,28,84763.11200037177
ע,65,130708.18563888314
דתומÿ,61,49778.89147834313
üדיואץ,52,18581.31228691685
רף,53,23439.73473445251
זםאהה‎ני,41,122720.95392266057
‎הגו,47,25098.423498027245
תע,20,145623.07865650702
ףך‏אאשזצחןפ,37,142128.0349905079
גגכûקג,63,77630.20301104343
ÿ,58,29280.97034120551
תהו‎ד¸,58,111774.41135462667
ü,21,28189.805164711688
יהגא,47,96924.09054150712
¸ץûששו¸פ,33,62061.83294602964
נאשüמגû,47,78966.7483102236
א‏חנüיח,38,114438.8205641719
יצפ,20,37377.04095280664
ןÿד,65,64213.551365016436
ממיתעס,44,70904.90343337454
והכף,51,82218.32886999602
ראםח,34,136568.72996413705
כו,19,30550.96278842933
צמחכÿשוק‎ןב,19,37850.8540921041
תאםלך,22,22999.795639218595
הט,52,116279.11497902499
ב,33,105311.41476141388
פחלü,59,128042.8084954917
דרû¸לס‏עקל,33,52402.77666852922
‏ניהק,61,26473.52703992778
ÿûכטב‏ע¸אחג,61,126490.72444919875
ûעשûוטש,20,34374.180814630345
חןוא‏ל,47,145910.19944619987
םרנ,61,95955.96149366717
צ¸ÿ,40,118420.08822577249
‎אטטאתארבב,47,132439.229537459
חנטלוüכ,20,106308.4718642313
ץקקךרבנתר,39,48096.92983137223
כ,29,18569.00811940448
חזכק‎י,45,145038.5733284846
תתף,26,46556.040440711186
ץ,58,31961.596493065805
יס,45,47995.534013170596
‏שמסקתתזחתס,46,115663.61192856729
ףמפקןכקחקם,32,102032.08877780294
ûעהגף,35,72246.82875840084
םת¸ןח‏û,57,71159.49414015288
וףשםןנלÿם,30,51722.90598223748
ע¸וםגפ,51,20684.29847875823
זברבםעהפ,24,77376.79789950093
וךזתûל,45,37148.90043172332
‏ל,20,146786.26684123554
תת‎לףןû‎,42,16993.356800425387
זקבכח‏תץ,59,126263.98640382798
¸ףץזתופימה,35,48353.95799975159
בüמףג,19,90732.59297653711
צÿרûסמפÿ,18,131500.9781662466
üטףרו¸‎‏ל,33,60748.94156779727
ךÿזץב,35,17424.418397638372
ךכהר,36,135422.09481910378
נד¸‏י,57,133566.74740078492
ךכ,53,18583.210963602814
ושףל,36,102107.68311014213
ךקש‏לבטרהüח,58,88019.09982164773
שמםחכüנםףûו,52,149031.7393366701
הזלףüפ,25,132697.24365855078
‎דבהחח,29,25246.49932392623
דקûצטט,52,37672.11212028014
סג‏ומüתטר,55,103875.47484168275
בנטנעףדמ¸,47,87153.78950592432
צערחüשןÿ,46,38219.096037772215
חüתי,37,131793.6443186254
תץתךלגךעüמע,56,125592.44662577334
ש‏רפû,30,20420.386728402696
¸ןרדנ,21,38675.6542931548
הזפעûכג¸םדו,28,91413.12066814293
רמנם,20,144496.28949192632
נשלתנרירף,19,85319.1951396587
סץףםסג,30,71446.73728503846
ÿûט‏מג‏ץוץ,41,22479.606941252678
ש‎תלפםצץסח,50,71162.50806395125
ûנ¸ןףפ,43,66732.3930740995
אעמחג,35,109536.67242746329
נüוע,37,31214.895501362298
ךאקר,44,101449.93299967147
û‎נעלכ,60,83308.44953041036
רזÿ¸‏ךû,49,148025.18412151403
ף,23,46019.28332522177
¸ץ¸מםץךû,31,44643.25682977351
קÿקגופלצ,46,127365.46509215013
‏לצ,22,140385.4741934155
בü¸םהנ,31,43014.172891202616
נטםצפטין,32,144659.03377313982
ץ,30,127200.75931089213
¸‏חגנלג,55,41432.24778423777
ר‎בטקגאג,27,42652.95168897542
טיסךף‏להץט¸,19,43557.2894888209
סצעפ,44,142491.97593911862
נפÿפן,37,86689.12378158716
הüÿק‏ÿץסס,57,65897.70062891614
פנטערףפץנ¸,55,68146.62378250516
ץהטענמסא‏צ,49,68082.57812014085
ץטגכתעאÿז,58,139991.91536988222
קצÿןתב‎מץ,31,141787.86916906844
נמאûרÿכי,44,120291.32428970098
ךפÿטפכץû,19,37101.24090983553
כטךעחסהרצקא,23,75347.40349185797
סלקאלûשזטש,33,83243.07047602041
טûףטדקד¸רזה,55,40055.815844817334
פט¸רנץ,47,104207.24453098206
ü,59,133464.09071264172
תקףלכûü,55,76745.69193475069
אץüץ¸תר,38,115809.07241047896
דÿצדאי,24,117985.53193630617
חû,27,77690.00136641042
ןאץיûפ,65,111190.06277674309
ל‎‏הüןזסגכ,41,30277.08437030083
יצםקשףסח,60,78833.51853397317
ךת‏ןהסגזלןש,35,125720.92565916445
ירםזרס¸ךן,54,102703.38061988182
אןחץאט,65,17546.142884450623
חטנ‎שוüזלאח,53,64855.59924099362
םאנםש,31,54486.16340585684
עב‎ûקךלוטקל,38,86952.24633969279
קתÿהל‎ü,35,52814.24341820349
ךכיילםפצÿנ,42,76256.84440605603
טקכü¸אאא¸,64,121484.35940849491
ûסתצךתסצקפ¸,46,24519.741888951816
חהע‏קארü,23,15673.326792014976
üהלעסדיצא,19,41323.553850865035
רןן‏מû‎תך‏,38,24264.459856174442
ץ,59,117920.86369753341
כ,21,76556.48516425965
ûקטעךקטכ,62,149111.12442756764
ועקרתרל,53,119852.35701244984
ד,43,109584.97513432261
הג‎דםכ‎מת,32,125030.79039382598
מץפע‎והכ,46,44823.985453006375
זלüערûקûאןפ,22,74387.94312301686
‏¸והרמרחת,56,104489.11473607681
י,46,121744.44529506798
ףעüןסץקשאל,47,80956.14708849827
‎,57,103120.34258829152
‎שבזיצרך‎מ‏,19,28688.396300006723
שן‏םüץ‎שי,56,147323.38334723556
üכדדüהגו,33,60048.82631299384
בערןץסךתןר,47,134290.05505425064
‎זûלש,29,122424.70252963383
עפזÿÿאûךפ,56,107344.18131226783
שם¸יףתן,46,54948.740408383324
עןז,30,148447.96212827478
ףוקû,53,111782.66708697291
‎‏צא,32,54487.13023968463
üנמשפבצ¸üזה,54,89167.39138683709
‏ןדןאסבץ‏ל,48,97085.01812267269
רשקסאתעףךÿ,50,141836.49369826296
ןכךףבפ‎,45,131481.3832798726
י‏ר‏ימו,56,86475.15363078026
‏ÿל‏פהכ‏א,61,117889.98035339963
אאצ,36,60589.417326399904
üאצכפ,20,18564.30333846594
ףמ,53,131336.77604513156
‎םמהוםעת,31,41728.13980014699
‎סהףטתÿת,22,70778.83970509242
